,countrycode,year,rgdpe,pop_x,country,democracy_score,epp,fg,pp,pc,cl,category,Deathperevent,Affectedperevent
1398,GTM,2012,6584.80145095,15.368759,Guatemala,5.92,7.92,6.07,3.89,4.38,7.35,Hybrid regime,2.86295074313,86001.8691164
1403,HKG,1960,3747.14103903,3.07467613233,Hong Kong,6.42,3.92,5.71,5.56,7.5,9.41,Flawed democracy,9.75712520891,3598.26515829
1404,HKG,1960,3747.14103903,3.07467613233,Hong Kong,6.42,3.92,5.71,5.56,7.5,9.41,Flawed democracy,9.75712520891,3598.26515829
1405,HKG,1961,3855.33278386,3.16745744756,Hong Kong,6.42,3.92,5.71,5.56,7.5,9.41,Flawed democracy,2.20997444035,369.697152807
1406,HKG,1964,5135.05799821,3.50388911564,Hong Kong,6.42,3.92,5.71,5.56,7.5,9.41,Flawed democracy,19.9778011489,109.877906319
1407,HKG,1965,5846.99484455,3.59717005484,Hong Kong,6.42,3.92,5.71,5.56,7.5,9.41,Flawed democracy,1.38998154765,56.4332508347
1408,HKG,1966,6046.36772001,3.62916362826,Hong Kong,6.42,3.92,5.71,5.56,7.5,9.41,Flawed democracy,17.9104627562,3113.94060935
1409,HKG,1968,6491.38620291,3.80192863865,Hong Kong,6.42,3.92,5.71,5.56,7.5,9.41,Flawed democracy,5.78653680565,28.1436108275
1410,HKG,1971,8283.79582556,4.005761,Hong Kong,6.42,3.92,5.71,5.56,7.5,9.41,Flawed democracy,28.7086523634,370.965716627
1411,HKG,1972,9153.78755679,4.068406,Hong Kong,6.42,3.92,5.71,5.56,7.5,9.41,Flawed democracy,29.2497848052,2847.79837607
1412,HKG,1972,9153.78755679,4.068406,Hong Kong,6.42,3.92,5.71,5.56,7.5,9.41,Flawed democracy,29.2497848052,2847.79837607
1416,HKG,1976,11092.6032249,4.485813,Hong Kong,6.42,3.92,5.71,5.56,7.5,9.41,Flawed democracy,8.47115116034,555.529176094
1418,HKG,1978,12625.8311323,4.78658,Hong Kong,6.42,3.92,5.71,5.56,7.5,9.41,Flawed democracy,2.29809174818,605.024882066
1419,HKG,1979,13642.9332593,4.930298,Hong Kong,6.42,3.92,5.71,5.56,7.5,9.41,Flawed democracy,2.63675745361,2553.59818007
1421,HKG,1982,15637.4610021,5.228813,Hong Kong,6.42,3.92,5.71,5.56,7.5,9.41,Flawed democracy,1.97622927677,254.933576703
1422,HKG,1982,15637.4610021,5.228813,Hong Kong,6.42,3.92,5.71,5.56,7.5,9.41,Flawed democracy,1.97622927677,254.933576703
1423,HKG,1982,15637.4610021,5.228813,Hong Kong,6.42,3.92,5.71,5.56,7.5,9.41,Flawed democracy,1.97622927677,254.933576703
1424,HKG,1983,16080.534391,5.29121,Hong Kong,6.42,3.92,5.71,5.56,7.5,9.41,Flawed democracy,2.17341591054,299.931395654
1425,HKG,1983,16080.534391,5.29121,Hong Kong,6.42,3.92,5.71,5.56,7.5,9.41,Flawed democracy,2.17341591054,299.931395654
1428,HKG,1987,21300.3333935,5.564596,Hong Kong,6.42,3.92,5.71,5.56,7.5,9.41,Flawed democracy,1.79707565473,1.25795295831
1429,HKG,1989,23486.7179113,5.722161,Hong Kong,6.42,3.92,5.71,5.56,7.5,9.41,Flawed democracy,1.04855490784,306.877069694
1430,HKG,1989,23486.7179113,5.722161,Hong Kong,6.42,3.92,5.71,5.56,7.5,9.41,Flawed democracy,1.04855490784,306.877069694
1431,HKG,1991,25744.1657554,5.857335,Hong Kong,6.42,3.92,5.71,5.56,7.5,9.41,Flawed democracy,3.7559743467,31.0721514136
1439,HKG,2003,38241.3514412,6.850361,Hong Kong,6.42,3.92,5.71,5.56,7.5,9.41,Flawed democracy,22.1156228117,364.141393424
1440,HKG,2003,38241.3514412,6.850361,Hong Kong,6.42,3.92,5.71,5.56,7.5,9.41,Flawed democracy,22.1156228117,364.141393424
1443,HND,1965,2323.26685097,2.27064298193,Honduras,5.92,9.17,5.71,3.89,4.38,6.47,Hybrid regime,3.0828272237,74.8686611469
1444,HND,1974,2254.27796607,3.015606,Honduras,5.92,9.17,5.71,3.89,4.38,6.47,Hybrid regime,2652.86645537,198964.984152
1445,HND,1976,2577.01551137,3.204883,Honduras,5.92,9.17,5.71,3.89,4.38,6.47,Hybrid regime,6.24047742148,4680.35806611
1447,HND,1982,2693.68873312,3.868296,Honduras,5.92,9.17,5.71,3.89,4.38,6.47,Hybrid regime,33.6065285593,5170.23516298
1448,HND,1988,2887.95489603,4.631491,Honduras,5.92,9.17,5.71,3.89,4.38,6.47,Hybrid regime,4.10235062532,3481.60020175
1449,HND,1990,2828.60552798,4.903363,Honduras,5.92,9.17,5.71,3.89,4.38,6.47,Hybrid regime,1.0197083104,9789.19977982
1450,HND,1993,2996.13215552,5.318042,Honduras,5.92,9.17,5.71,3.89,4.38,6.47,Hybrid regime,77.6601613902,15503.2622909
1451,HND,1994,2973.46156754,5.455481,Honduras,5.92,9.17,5.71,3.89,4.38,6.47,Hybrid regime,27.6785859945,2841.17935705
1452,HND,1995,3125.74210657,5.591136,Honduras,5.92,9.17,5.71,3.89,4.38,6.47,Hybrid regime,2.20587253348,2445.53760333
1453,HND,1995,3125.74210657,5.591136,Honduras,5.92,9.17,5.71,3.89,4.38,6.47,Hybrid regime,2.20587253348,2445.53760333
1454,HND,1995,3125.74210657,5.591136,Honduras,5.92,9.17,5.71,3.89,4.38,6.47,Hybrid regime,2.20587253348,2445.53760333
1455,HND,1996,3142.87888257,5.724587,Honduras,5.92,9.17,5.71,3.89,4.38,6.47,Hybrid regime,1.22279563574,13101.3818115
1456,HND,1998,3247.29654028,5.985675,Honduras,5.92,9.17,5.71,3.89,4.38,6.47,Hybrid regime,1220.99846717,176626.027975
1457,HND,1998,3247.29654028,5.985675,Honduras,5.92,9.17,5.71,3.89,4.38,6.47,Hybrid regime,1220.99846717,176626.027975
1458,HND,1999,3061.99808624,6.114534,Honduras,5.92,9.17,5.71,3.89,4.38,6.47,Hybrid regime,5.56052186479,82263.1781915
1459,HND,2001,3239.15184297,6.371304,Honduras,5.92,9.17,5.71,3.89,4.38,6.47,Hybrid regime,3.29602856809,13548.403906
1460,HND,2002,3297.40882964,6.499001,Honduras,5.92,9.17,5.71,3.89,4.38,6.47,Hybrid regime,1.46176312329,555.393051948
1461,HND,2002,3297.40882964,6.499001,Honduras,5.92,9.17,5.71,3.89,4.38,6.47,Hybrid regime,1.46176312329,555.393051948
1462,HND,2003,3364.42740176,6.626304,Honduras,5.92,9.17,5.71,3.89,4.38,6.47,Hybrid regime,1.50913691856,468.587013213
1463,HND,2005,3613.72045027,6.880181,Honduras,5.92,9.17,5.71,3.89,4.38,6.47,Hybrid regime,4.4330229103,7606.55860653
1464,HND,2005,3613.72045027,6.880181,Honduras,5.92,9.17,5.71,3.89,4.38,6.47,Hybrid regime,4.4330229103,7606.55860653
1468,HND,2008,3952.04121091,7.25947,Honduras,5.92,9.17,5.71,3.89,4.38,6.47,Hybrid regime,9.22932390381,43165.2723959
1471,HND,2010,4110.72794681,7.503875,Honduras,5.92,9.17,5.71,3.89,4.38,6.47,Hybrid regime,9.37293509465,2518.03234995
1472,HND,2010,4110.72794681,7.503875,Honduras,5.92,9.17,5.71,3.89,4.38,6.47,Hybrid regime,9.37293509465,2518.03234995
1473,HND,2010,4110.72794681,7.503875,Honduras,5.92,9.17,5.71,3.89,4.38,6.47,Hybrid regime,9.37293509465,2518.03234995
1474,HND,2011,4304.52183397,7.621414,Honduras,5.92,9.17,5.71,3.89,4.38,6.47,Hybrid regime,4.32990518557,9158.14309523
1475,HND,2013,4301.14058895,7.849059,Honduras,5.92,9.17,5.71,3.89,4.38,6.47,Hybrid regime,3.43990279599,4348.03713413
1477,HRV,2000,13933.8238844,4.428069,Croatia,6.75,9.17,6.07,5.56,5.0,7.94,Flawed democracy,9.03328290503,45.1664145252
1478,HRV,2007,20270.2766671,4.357114,Croatia,6.75,9.17,6.07,5.56,5.0,7.94,Flawed democracy,2.75411660103,5.96725263557
1480,HTI,1964,1174.43122234,4.15854143309,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,24.046892789,19237.5142312
1481,HTI,1966,1134.90118158,4.33409456507,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,110.749775482,15662.0948115
1482,HTI,1972,1148.32621585,4.876558,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,15.9948881978,8202.50676809
1483,HTI,1979,1519.65294782,5.566265,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,1.43722945278,199.415586574
1484,HTI,1980,1592.88295993,5.688832,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,38.6722617226,204787.204122
1485,HTI,1986,1431.40903878,6.527545,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,22.6731489404,22038.9135579
1486,HTI,1987,1387.05843608,6.670566,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,4.94710643744,1335.71873811
1487,HTI,1988,1371.47358024,6.813344,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,5.94421769985,64131.5776805
1488,HTI,1988,1371.47358024,6.813344,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,5.94421769985,64131.5776805
1489,HTI,1993,1076.89998727,7.530703,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,1.72626645879,663.948637996
1491,HTI,1996,1405.0216731,7.965548,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,5.27270691232,9.72939965963
1492,HTI,1996,1405.0216731,7.965548,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,5.27270691232,9.72939965963
1493,HTI,1998,1450.65344223,8.258484,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,23.0066438344,1456.56272992
1494,HTI,1999,1584.43971334,8.404396,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,1.54680955062,5.94926750239
1495,HTI,2000,1757.9067842,8.549202,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,1.87151970441,140.363977831
1496,HTI,2001,1668.62042589,8.692564,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,2.99106224585,584.522587352
1497,HTI,2002,1630.69112384,8.834739,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,1.98081686397,2183.93548468
1498,HTI,2002,1630.69112384,8.834739,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,1.98081686397,2183.93548468
1499,HTI,2003,1531.27630115,8.976555,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,4.75312262518,6043.33548152
1500,HTI,2003,1531.27630115,8.976555,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,4.75312262518,6043.33548152
1501,HTI,2003,1531.27630115,8.976555,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,4.75312262518,6043.33548152
1502,HTI,2004,1494.69368953,9.119182,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,297.285436347,19375.4768794
1503,HTI,2004,1494.69368953,9.119182,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,297.285436347,19375.4768794
1504,HTI,2005,1527.96260838,9.263409,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,4.74987124071,2270.27652563
1505,HTI,2005,1527.96260838,9.263409,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,4.74987124071,2270.27652563
1508,HTI,2007,1595.77533065,9.556958,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,8.52781816139,11512.1359746
1509,HTI,2007,1595.77533065,9.556958,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,8.52781816139,11512.1359746
1510,HTI,2008,1529.88989055,9.70513,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,71.9207264612,25375.8579226
1511,HTI,2009,1590.24422044,9.852953,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,2.13134072597,1289.56263163
1512,HTI,2010,1456.31290569,9.999617,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,5738.94480159,107859.78103
1513,HTI,2010,1456.31290569,9.999617,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,5738.94480159,107859.78103
1514,HTI,2010,1456.31290569,9.999617,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,5738.94480159,107859.78103
1515,HTI,2010,1456.31290569,9.999617,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,5738.94480159,107859.78103
1516,HTI,2011,1506.70143417,10.14489,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,1.9221499691,368.757078687
1517,HTI,2011,1506.70143417,10.14489,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,1.9221499691,368.757078687
1518,HTI,2012,1496.56172802,10.288828,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,5.83156798811,7844.72245041
1519,HTI,2012,1496.56172802,10.288828,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,5.83156798811,7844.72245041
1520,HTI,2012,1496.56172802,10.288828,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,5.83156798811,7844.72245041
1522,HTI,2014,1562.35752498,10.572029,Haiti,4.02,5.17,2.21,2.22,3.75,6.76,Hybrid regime,1.13507066619,2837.67666547
1526,HUN,2008,21508.50559,10.050699,Hungary,6.72,9.17,6.07,4.44,6.88,7.06,Flawed democracy,1.69142464619,49.7477837114
1538,IDN,1976,1516.7170991,134.661185,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,4.78608590887,1844.53671635
1539,IDN,1976,1516.7170991,134.661185,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,4.78608590887,1844.53671635
1547,IDN,1979,1998.52009537,144.640402,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,1.87015520048,257.96907008
1548,IDN,1979,1998.52009537,144.640402,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,1.87015520048,257.96907008
1549,IDN,1979,1998.52009537,144.640402,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,1.87015520048,257.96907008
1550,IDN,1979,1998.52009537,144.640402,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,1.87015520048,257.96907008
1553,IDN,1981,2402.09825129,151.559397,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,2.21475324731,791.069391758
1554,IDN,1981,2402.09825129,151.559397,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,2.21475324731,791.069391758
1555,IDN,1981,2402.09825129,151.559397,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,2.21475324731,791.069391758
1587,IDN,1992,3624.76078126,188.554943,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,4.65293202806,710.945739213
1588,IDN,1992,3624.76078126,188.554943,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,4.65293202806,710.945739213
1589,IDN,1992,3624.76078126,188.554943,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,4.65293202806,710.945739213
1592,IDN,1994,4090.86874641,194.782664,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,1.04218720409,1016.78453273
1593,IDN,1994,4090.86874641,194.782664,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,1.04218720409,1016.78453273
1594,IDN,1994,4090.86874641,194.782664,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,1.04218720409,1016.78453273
1601,IDN,1997,4760.04119667,203.707717,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,1.14502289572,1353.86991746
1602,IDN,1997,4760.04119667,203.707717,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,1.14502289572,1353.86991746
1603,IDN,1997,4760.04119667,203.707717,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,1.14502289572,1353.86991746
1604,IDN,1997,4760.04119667,203.707717,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,1.14502289572,1353.86991746
1605,IDN,1998,4311.9429624,206.598599,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,1.80301319468,171.362488281
1606,IDN,1998,4311.9429624,206.598599,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,1.80301319468,171.362488281
1607,IDN,1998,4311.9429624,206.598599,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,1.80301319468,171.362488281
1608,IDN,1998,4311.9429624,206.598599,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,1.80301319468,171.362488281
1617,IDN,2001,3905.14489317,214.448301,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,1.36862823642,255.548772102
1618,IDN,2001,3905.14489317,214.448301,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,1.36862823642,255.548772102
1626,IDN,2004,4007.44848785,223.268606,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,124.367387923,595.182199507
1627,IDN,2004,4007.44848785,223.268606,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,124.367387923,595.182199507
1628,IDN,2004,4007.44848785,223.268606,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,124.367387923,595.182199507
1629,IDN,2004,4007.44848785,223.268606,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,124.367387923,595.182199507
1630,IDN,2004,4007.44848785,223.268606,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,124.367387923,595.182199507
1631,IDN,2004,4007.44848785,223.268606,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,124.367387923,595.182199507
1632,IDN,2005,4272.28688369,226.254703,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,1.4640579648,140.491002302
1633,IDN,2005,4272.28688369,226.254703,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,1.4640579648,140.491002302
1634,IDN,2005,4272.28688369,226.254703,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,1.4640579648,140.491002302
1635,IDN,2005,4272.28688369,226.254703,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,1.4640579648,140.491002302
1636,IDN,2006,4666.77975319,229.26398,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,10.7896001224,5708.4167052
1637,IDN,2006,4666.77975319,229.26398,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,10.7896001224,5708.4167052
1638,IDN,2006,4666.77975319,229.26398,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,10.7896001224,5708.4167052
1639,IDN,2007,5109.46759368,232.29683,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,1.05360886759,1321.84756891
1640,IDN,2007,5109.46759368,232.29683,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,1.05360886759,1321.84756891
1641,IDN,2007,5109.46759368,232.29683,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,1.05360886759,1321.84756891
1642,IDN,2007,5109.46759368,232.29683,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,1.05360886759,1321.84756891
1645,IDN,2009,6423.71444483,238.465165,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,2.07577488309,4021.84249147
1646,IDN,2009,6423.71444483,238.465165,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,2.07577488309,4021.84249147
1647,IDN,2009,6423.71444483,238.465165,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,2.07577488309,4021.84249147
1648,IDN,2010,7460.58339148,241.613126,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,1.33891732356,233.09164089
1649,IDN,2010,7460.58339148,241.613126,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,1.33891732356,233.09164089
1650,IDN,2010,7460.58339148,241.613126,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,1.33891732356,233.09164089
1651,IDN,2010,7460.58339148,241.613126,Indonesia,6.97,7.75,7.14,6.67,6.25,7.06,Flawed democracy,1.33891732356,233.09164089
1667,IND,1961,1049.44466949,454.470214217,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,6.72651343117,4.40072844696
1670,IND,1965,1133.49193676,495.012288403,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,3030.22780473,202015.186982
1673,IND,1967,1161.18427138,517.637103186,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,2.25769493623,686.354715456
1674,IND,1967,1161.18427138,517.637103186,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,2.25769493623,686.354715456
1675,IND,1967,1161.18427138,517.637103186,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,2.25769493623,686.354715456
1676,IND,1968,1189.525014,529.41383543,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,6.10014280677,8041.91298957
1677,IND,1968,1189.525014,529.41383543,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,6.10014280677,8041.91298957
1678,IND,1969,1289.37426503,541.512620839,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,1.50504340737,517.240022155
1679,IND,1970,1282.45216144,553.943226,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,1.85398060992,18686.0304706
1680,IND,1971,1299.00058736,566.605402,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,9.74311219151,6234.49756662
1681,IND,1971,1299.00058736,566.605402,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,9.74311219151,6234.49756662
1687,IND,1977,1322.92220392,650.907559,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,11.3426244601,11925.5029269
1688,IND,1977,1322.92220392,650.907559,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,11.3426244601,11925.5029269
1689,IND,1978,1272.50696232,665.936435,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,3.81768168809,16019.6470804
1690,IND,1978,1272.50696232,665.936435,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,3.81768168809,16019.6470804
1691,IND,1978,1272.50696232,665.936435,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,3.81768168809,16019.6470804
1695,IND,1980,1142.58312014,697.229745,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,1.73830793751,22984.5837974
1696,IND,1980,1142.58312014,697.229745,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,1.73830793751,22984.5837974
1699,IND,1982,1081.01012751,730.303461,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,1.14746820295,26564.6372173
1700,IND,1982,1081.01012751,730.303461,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,1.14746820295,26564.6372173
1701,IND,1983,1070.00229681,747.374856,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,1.0483360441,1208.76424026
1702,IND,1983,1070.00229681,747.374856,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,1.0483360441,1208.76424026
1703,IND,1984,1042.62741237,764.664278,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,1.89429536814,6660.73353567
1704,IND,1984,1042.62741237,764.664278,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,1.89429536814,6660.73353567
1705,IND,1984,1042.62741237,764.664278,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,1.89429536814,6660.73353567
1706,IND,1984,1042.62741237,764.664278,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,1.89429536814,6660.73353567
1707,IND,1985,1034.20990833,782.085127,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,1.57186640034,4875.25317688
1708,IND,1985,1034.20990833,782.085127,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,1.57186640034,4875.25317688
1709,IND,1985,1034.20990833,782.085127,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,1.57186640034,4875.25317688
1732,IND,1993,1426.72621962,924.475633,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,3.04253557324,34658.309377
1733,IND,1993,1426.72621962,924.475633,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,3.04253557324,34658.309377
1734,IND,1993,1426.72621962,924.475633,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,3.04253557324,34658.309377
1735,IND,1993,1426.72621962,924.475633,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,3.04253557324,34658.309377
1742,IND,1996,1686.94196432,979.290432,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,1.08309714055,5601.1755935
1743,IND,1996,1686.94196432,979.290432,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,1.08309714055,5601.1755935
1744,IND,1996,1686.94196432,979.290432,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,1.08309714055,5601.1755935
1749,IND,1998,1852.56467886,1016.402907,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,1.66838365802,8492.9378798
1750,IND,1998,1852.56467886,1016.402907,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,1.66838365802,8492.9378798
1751,IND,1998,1852.56467886,1016.402907,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,1.66838365802,8492.9378798
1752,IND,1998,1852.56467886,1016.402907,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,1.66838365802,8492.9378798
1753,IND,1999,1943.41731926,1034.976626,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,2.73267040912,10156.6076334
1754,IND,1999,1943.41731926,1034.976626,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,2.73267040912,10156.6076334
1755,IND,1999,1943.41731926,1034.976626,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,2.73267040912,10156.6076334
1756,IND,1999,1943.41731926,1034.976626,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,2.73267040912,10156.6076334
1761,IND,2001,2083.59675089,1071.88819,India,7.81,9.58,7.5,7.22,5.63,9.12,Flawed democracy,4.84518819076,6301.43639329
